"Zoltan, Anne","Annie: the female experience / Anne Zoltan","HQ29 .Z64 1973"
"Weltsch, Ruben Ernest","The nationalism of Karel Havlícek / by Ruben Ernest Weltsch","T 1956 .W468n"
"West, Robert Harry","Installation of two flywheel motor generator sets of the bevatron power supply equipment / by Robert Harry West","T 1956 .W52i"
"Westley, Stephen A","Some reactions of vinyl fluoride and vinylidene fluoride / by Stephen A. Westley","T 1956 .W527s"
"Widmer, Elmer Andreas","A rediscovery of the rp mutation in Drosophila mealanogaster, Oregon-R-C stock / by Elmer Andreas Widmer","T 1956 .W634r"
"Wiesley, Melvin Louis","Evaluation of the guidance serivces in selected Iowa high schools / by Melvin Louis Wiesley","T 1956 .W637e"
"Williams, Ernest W","Preferential mating behavior of sex-linked mutants in Drosophilia melanogaster / by Ernest Walter Williams Jr","T 1956 .W671p"
"Wilson, Mahlon Tayloe","An experimental determination of the thermal conductivity of soap concentrates, greases, and viscous liquids / by Mahlon Tayloe Wilson","T 1956 .W6952e"
"Wilson, W. A. (William Allison), 1920-","Design of a liquid oxygen converter / by William A. Wilson","T 1956 .W699d"
"Wroten, William H","The railroad tie industry in the Central Rocky Mountain region : 1867-1900 / by William Harvey Wroten, Jr","T 1956 .W946r"
"Blum, Howard","The brigade : an epic story of vengeance, salvation, and World War II / Howard Blum","D810.J4 B529 2001"
"Stevens, Keith G., 1926-","Chinese mythological gods / Keith G. Stevens","BL1812.G63 S74 2001"
"","Culture and politics in the information age : a new politics? / edited by Frank Webster","HM851 .C836 2001"
"Ranaulo, Gianni","Light architecture : new edge city / Gianni Ranaulo   preface by Antonino Saggio   [translation from Italian into English: Stephen Jackson]","NA2765 .R28 2001"
"Yaney, George L","The United States and the Russian Revolution of 1905 / by George Levings Yaney","T 1956 .Y16u"
"Younggren, Newell A","A spectrophotometric investigation for enzymes containing iron-porphyrins in the plasmodium of the slime mold physarum polycephalum / by Newell A. Younggren","T 1956 .Y88s"
"Zaidi, Saiyid Mohammed Naqi","Electrical design of a three-machine power system / by Saiyid Mohammed Naqi Zaidi","T 1956 .Z13e"
"Zeff, Kalman","Design of deep beams with a height to span ratio of more than one / by Kalman Zeff","T 1956 .Z28d"
"Adams, William Thomas, 1929-","Social perception and behavior among delinquent boys / by William Thomas Adams","T 1957 .Ad19s"
"Stafford, David","Secret agent : the true story of the covert war against Hitler / David Stafford","D810.S7 S77 2001"
"Allingham, Robert Bruce","Planning reorganization of the junior high school educational program, Cedar Rapids, Iowa / by Robert Bruce Allingham","T 1957 .Al55p"
"Alvarado, Arthur John","The treatment of death in the plays of Alejandro Casona / by Arthur John Alvarado","T 1957 .Al86t"
"Arana, Oswaldo","La novela boliviana de la guerra del Chaco en las obras Chaco y Cutimuncu de Luis Toro Ramallo, Repete de Jesús Lara, y Aluvión de fuego de Oscar Cerruto / by Oswaldo Arana","T 1957 .Ar14n"
"Levy, Anne, 1950-","Workplace sexual harassment / Anne C. Levy, Michele A. Paludi","HD6060.3 .L486 2002"
"Argabright, Perry Albert","The Diels-Alder reaction as a polymerization process / by Perry Albert Argabright","T 1957 .Ar36d"
"Armin, Calvin Perry","Coe I. Crawford and the Progressive Movement in South Dakota / by Calvin Perry Armin","T 1957 .Ar55c"
"Armstrong, Renate Gerboth","Personality structure in alcoholism / by Renate Gerboth Armstrong","T 1957 .Ar58p"
"Austin, Kent Carnochan","The ungraded primary unit in public elementary schools of the United States / by Kent Carnochan Austin","T 1957 .Au76u"
"Ayers, Lucille Douglass","Job opportunities for Negro youth in selected business establishments in the metropolitan area of Birmingham, Alabama / by Lucille Douglass Ayers","T 1957 .Ay24j"
"Ball, Lloyd Duane","An analysis by matrices of a gable frame having members of variable depth / by Lloyd Duane Ball","T 1957 .B21a"
"Bauman, Victor William","The Laplace transform in discontinuous solutions of a partial differential equation / by Victor William Bauman","T 1957 .B327l"
"Baxter, Loran Francis","An investigation of the usefulness of self-concept theory in explaining some aspects of the results of chlorpromazine treatment of schizophrenics / by Loran Francis Baxter","T 1957 .B335i"
"Bethel, Hollie B","A study of the student teaching program in elementary education at the University of Omaha / by Hollie B. Bethel","T 1957 .B465s"
"Borchert, Horace Fredrick","The ant fauna of foothill canyons in the vicinity of Boulder, Colorado / by Horace Fredrick Borchert","T 1957 .B644a"
"Bramhall, David F","An analysis of economic development problems of the oil shale subregion of the Upper Colorado River Basin / by David Frederick Bramhall","T 1957 .B731a"
"Brown, Frederick Z","The National Security Council and the formulation of foreign policy / by Frederick Zerban Brown","T 1957 .B813n"
"Brown, Ronald Miles","The effects of the College Entrance Examination Board tests in the selection of non-resident freshmen at the University of Colorado / by Ronald Miles Brown","T 1957 .B818e"
"Burum, Paschal Kenneth","A study of the social prestige rankings of some occupations, and the rankings of some factors of job satisfaction, by a group of disabled and a group of non-disabled subjects / by Paschal Kenneth Burum","T 1957 .B957s"
"Buscemi, Philip Augustus","Ecology of the bottom fauna of Parvin Lake, Colorado / by Philip Augustus Buscemi","T 1957 .B96e"
"Campbell, Martha Jane","A study of the effects of attitudes, interests, and values of college girls at a small liberal arts college upon academic performance, patterns of social behavior, and vocational choice / by Martha Jane Campbell","T 1957 .C153s"
"Cass, Dal Holden","A study of upper quarter high school graduates for 1956 who did not enroll in college from three Colorado counties / by Dal Holden Cass","T 1957 .C27s"
"Chowla, Paromita","Topics in number theory / by Paromita Chowla","T 1957 .C459t"
"Clarke, Frances Holmes","An integration study of the research and experimentation of group cohesiveness as a factor in productivity / by Frances Holmes Clarke","T 1957 .C552i"
"Collart, Curtis Eugene","Polaragraphic [sic] and ion exchange studies of uranyl complex systems / by Curtis Eugene Collart","T 1957 .C684p"
"Collyer, Robert Lee","Development of municipal personnel administration in the city of Pueblo, Colorado, 1885-1956 : a survey / by Robert Lee Collyer","T 1957 .C699d"
"Conklin, Richard Louis","The behavior of several phosphors upon irradiation in the vacuum ultraviolet / by Richard Louis Conklin","T 1957 .C761b"
"Cortés, Louis Joseph","The social novel of Peru, 1920-1952 / by Louis Joseph Cortés","T 1957 .C818s"
"Cottrell, Donald Earl","The conversion of binary to binary decimal numbers at 10 megacycles / by Donald Earl Cottrell","T 1957 .C829c"
"Cromeenes, Sharon Roy","Attitudes and fundamental factors in the rehabilitation of blind persons in agricultural pursuits / by Sharon Roy Cromeenes","T 1957 .C88a"
"Cummings, Lynn H","[Untitled] / by Lynn H. Cummings","T 1957 .C912a"
"Day, Marilyn Ellen","The relative effectiveness of the part method and the whole method in teaching bowling to beginners / by Marilyn Ellen Day","T 1957 .D332r"
"Dickinson, Richard O","A comparison of methods for making piping flexibility analyses / by Richard O. Dickinson","T 1957 .D56c"
"Dickinson, Winifred, 1933-","The effect of humidity and diet on urea and inulin clearances in two subspecies of Peromyscus maniculatus / by Winifred Dickinson","T 1957 .D563e"
"Dickison, Walter Lee","A study of the effects of antibiotics and hydrogen peroxide on the efficient preservation of milk / by Walter Lee Dickison","T 1957 .D567s"
"Doi, Edith H","Teacher participation in guidance services / by Edith H. Doi","T 1957 .D684t"
"Dorf, Richard C","An investigation of an electronic weighing system and associated temperature effects / by Richard Carl Dorf","T 1957 D7315i"
"Drew, David Arthur","The effect of certain drugs upon the glutamic acid decarboxylase of rat and rabbit brain / by David Arthur Drew","T 1957 .D82e"
"Ebeling, Harry Alan","The basic hero of Ernest Hemingway's fiction / by Harry Alan Ebeling","T 1957 .Eb33b"
"Finnigan, David Francis","An introduction to the cosmography of William Blake / by David Francis Finnigan, Jr","T 1957 .F497i"
"Fischbeck, Harold Warren","An analysis of the accidents of the Boulder campus employees of the University of Colorado with pertinent safety recommendations / by Harold Warren Fischbeck","T 1957 .F521a"
"Fleming, Jack Wayne","The effects of early visual experience on adult discrimination learning / by Jack W. Fleming","T 1957 .F629e"
"Franchère, Margaret","An analytical study of Voltaire's Sémiramis / by Margaret Franchère","T 1957 .F845a"
"Froiland, Sven G","The genus Salix in the Black Hills of South Dakota : a phytogeographical study / by Sven G. Froiland","T 1957 .F925g"
"Frudeger, Earl L","Tourist attractions and promotional media used by courters in Estes Park / by Earl L. Frudeger","T 1957 .F94t"
"Fry, Harold","Effects of short interval operation on an internal combusion engine / by Harold Fry","T 1957 .F946e"
"Gilbert, David Heggie","Der bestrafte Brudermord and Hamlet / by David Heggie Gilbert","T 1957 .G372b"
"Darcy, Robert Leland","Local income taxation : city and county of Denver as a case study / by Robert Leland Darcy","T 1957 .D244l"
"Goldberg, Georgine Mary","A character study of the heroines of The great god Brown, Strange interlude and Mourning becomes Electra / by Georgine Mary Goldberg","T 1957 .G564c"
"Grant, Bruce","The value of career publications prepared for college graduates by manufacturing companies / by Bruce Grant","T 1957 .G767v"
"Greet, Anne Hyde","Poems from Alcools / by Anne Hyde Greet","T 1957 .G859p"
"El Halfawi, Mostafa Kamal","A comparative study of the physical education programs of selected junior high schools in Cairo, Egypt, and in Colorado, United States : with emphasis upon methods of teaching / by Mostafa Kamal El Halfawi","T 1957 .H138c"
"Hauser, Ray Louis","Air-oxidation of toluene and its a-methyl homologs with fluidized vandia catalyst / by Ray Louis Hauser","T 1957 .H295a"
"Hensel, Donald Wayne","A history of the Colorado constitution in the nineteenth century / by Donald Wayne Hensel","T 1957 .H396h"
"Hess, Harrie Fox","Reinforcement value as a determinant of the rate of learning and asymptotic level of expectancies / by Harrie Fox Hess","T 1957 .H463r"
"Hickok, Robert L","A study of the catalytic hydrogenation of some polyhalo derivatives of methane and ethane / by Robert L. Hickok","T 1957 .H528s"
"Holler, Howard V","[Untitled] / by Howard V. Holler","T 1957 .H722s"
"Hood, Edna Sue","The critical faith of C.S. Lewis / by Edna Sue Hood","T 1957 .H761c"
"Huebner, Harold Richard","Is the present productive capacity and the projected increase in capacity of the cement industry sufficient to meet the demand for cement created by the Federal-Aid Highway Act of 1956? / by Harold Richard Huebner","T 1957 .H87i"
"Hutchinson, James Douglas","Chaucer's Parson a Lollard / by James Douglas Hutchinson","T 1957 .H973c"
"Irvin, John Calhoun","Nuclear quadrupole effects in internal rotation / by John Calhoun Irvin","T 1957 .Ir8n"
"Jacks, Robert Edward","A preface to linear programming / by Robert Edward Jacks","T 1957 .J131p"
"Jackson, Arlene Ann","A comparison of two methods of teaching archery to beginners / by Arlene Ann Jackson","T 1957 .J132c"
"Janssen, August","Primary groups in Japanese concentration camps / by August Janssen","T 1957 .J267p"
"Jensen, Vern Harmon","An analysis and comparison of the adjustment problems of nonachieving college students of low scholastic ability and other groups of achieving and nonachiving students / by Vern Harmon Jensen","T 1957 .J453a"
"Johnson, Ellen McKibben","The internal stability of the Chinese Nationalist Government on Formosa / by Ellen McKibben Johnson","T 1957 .J631i"
"Johnson, Agnes Boswell","The Faust motif in Browning's Paracelsus / by Agnes Boswell Johnson","T 1957 .J63f"
"Johnson, Paul Raymond","A survey of state employee retirement plan integrated with Social Security / by Paul Raymond Johnson","T 1957 .J636s"
"Jones, Tony Everett","Synthesis of some aliphatic and basic alkyl esters of azobenzoic acids / by Tony Everett Jones","T 1957 .J726s"
"Jones, Wilma Murrow","An analysis of the Des Moines Y.W.C.A. Camp program for handicapped children / by Wilma Murrow Jones","T 1957 .J728a"
"José, Felicitas Lopez","A study of the preparation of some aminoalcohol esters of piperonylic acid / by Felicitas Lopez José","T 1957 .J772s"
"Joseph, Gary Kyle","A study of the service and sales relations of two selected small business enterprises in the appliance field / by Gary Kyle Joseph","T 1957 .J774s"
"Kanwischer, Edmond Reinhold","The Avignon Pieta and its meaning for one contemporary painter / by Edmond Reinhold Kanwischer","T 1957 .K139a"
"Kegel, Nora Ellen","Women's residence halls : some efforts to implement the concept of democratic leadership at the University of Colorado / by Nora Ellen Kegel","T 1957 .K259w"
"Kenyon, Lawrence Buell","The value of a camp leadership experience for teachers and guidance personnel, with recommendations for use in graduate training programs / by Lawrence Buell Kenyon","T 1957 .K426v"
"Khanna, Prabha","Application of Rotter's social learning theory to substitution / by Prabha Khanna","T 1957 .K527a"
"King, Loyal Wallace","An investigation to determine a suitable method of measuring the specific heats of pseudo-plastic substances and highly viscous liquids / by Loyal Wallace King","T 1957 .K584i"
"Kingdon, Frederick Hammond","A comparison of the achievement of fourth grade pupils using factual and story forms of social studies material / by Frederick Hammond Kingdon","T 1957 .K59c"
"Kiyooka, Harry M","The purpose of the M.F.A. thesis in relation to general education and the graduate creative art student / by Harry M. Kiyooka","T 1957 .K658p"
"Koorenny, Ralph Lloyd","Strategic aspects of the steel industry in the Western United States in the light of location theory and the complex-of-industry concept / by Ralph Lloyd Koorenny","T 1957 .K837s"
"Krahling, Theodore Arthur","A survey of some recent findings on employee satisfaction and employee output / by Theodore Arthur Krahling","T 1957 .K856s"
"Crickmay, C. H. (Colin Hayter), 1899-","Significant new Devonian brachiopods from western Canada / by C. H. Crickmay","QE796 .C75"
"Williams, Alwyn, 1921-","Shell structure of the Craniacea and other calcareous inarticulate Brachiopoda, by A. Williams and A. D. Wright","QE796 .W546"
"Zeiss, Arnold","Hecticoceratinae (Ammonoidea jurassica) / A. Zeiss","QE807.A5 Z4"
"Packard, Earl Leroy, 1885-","The Trigoniae from the Pacific coast of North America / by Earl L. Packard","QE811 .P3"
"Paul, Henry","Lamellibranchiata infracarbonica","QE811 .P37"
"Barrande, Joachim, 1799-1883","Distribution des céphalopodes dans les contrées siluriennes ... Par Joachim Barrande","QE806 .B26"
"Barrande, Joachim, 1799-1883","Céphalopodes. Études générales. Extraits du Système silurien du centre de la Bohême. Vol. II, texte v. Chap. XVII-XIX ... Par Joachim Barrande","QE806 .B285"
"Moll, F. (Friedrich), 1882-1951","Teredinidae","QE812.T4 M64"
"Davadie-Suaudeau, Claude M. L","Systématique et structure des balanes fossilles d'Europe et d'Afrique [par] Claude Davadie","QE817.C5 D3"
"","East of eden [sound recording]","PN1271 .E27"
"Friderichsen, Anders V","Infrared spectroscopy of matrix-isolated aromatic hydrocarbon radicals / by Anders V. Friderichsen","T 2001 .F912"
"Klekowski, Romuald Z","Studia nad malfzoraczkami (Ostracoda) wód 'sródladowych slonych i siarczanych","QE817.O8 K53"
"Hrubý, Karel Otto","Brno / fotografie K.O. Hrubý   [thematika a textová úprava Vladimír Hrouzek]","DB2650.B75 H78 1955"
"","En état de voyage : Henri Cartier-Bresson, Robert Frank, William Klein, Danny Lyon, Max Pam, Bernard Plossu : Rencontres internationales de la photographie, Arles 4 juillet-21 aout 812 = The spirit of travelling, July 4th-August 21st 82","DHT 4129"
"Norman, Dorothy, 1905-","Encounters : a memoir / Dorothy Norman","CT275.N694 A36 1987"
"Nadeau, Luis","Encyclopedia of printing, photographic, and photomechanical processes : a comprehensive reference to reproduction technologies, containing invaluable information on over 1500 processes / by Luis Nadeau","DHT 4131"
"United States. National Park Service","Chamizal","G4032.C5 1979 .U5"
"Auer, Michèle","Encyclopédie internationale des photographes de 1839 à nos jours = Photographers encyclopaedia international 1839 to the present / Michèle Auer, Michel Auer","TR139 .A94 1985"
"Kazakevich, °Emmanuil, 1913-1962","Pri svete dnia : rasskaz / °Em. Kazakevich","PG3476.K433 P7"
"","Gauguin's Nirvana : painters at Le Pouldu 1889-90 / edited by Eric M. Zafran   with essays by Stephen Kornhauser ... [et al.]","N6853.G34 A4 2001"
"Thomas, Ann","Environments here and now : three contemporary photographers : Lynne Cohen, Robert Del Tredici, Karen Smiley / Ann Thomas","DHT 4134"
"Ouellette, William","Erotic postcards / William Ouellette, Barbara Jones","DHT 4135"
"Gräff, Werner","Es kommt der neue Fotograf! Von Werner Gräff","DHT 4136"
"Kaverin, V. (Veniamin), 1902-","Ukroshchenie Robinzona : ili Poteriannyi rai / V. Kaerin","PG3476.K43 U47"
"Oakland Museum","Espejo : reflections of the Mexican American / Louis Carlos Bernal ... [et al.]   text contributions, Bert N. Corona ... [et al.]","DHT 4137"
"","The Phanerozoic time-scale : a supplement","QE508 .P46 Suppl."
"Instituto Geográfico Militar (Chile)","[Chile 1:50,000] [map] / la dirección del Instituto Geográfico Militar","G5330 s50 .I5"
"Kazin, Vasilii Vasilevich, 1898-","Selections. 1931; Izbrannye stikhi / Vasilii Kazin","PG3476.K435 A6 1931"
"Ketlinskaia, Vera Kazimirovna","Muzhestvo / Vera Ketlinskaia","PG3476.K439 M8 1957"
"Romer, Alfred Sherwood, 1894-","Vertebrate paleontology. Notes and comments","QE841 .R6 1966 Suppl"
"Instituto Nacional de Estadística, Geografía e Informática (Mexico)","Carta topográfica, 1:250 000 : [México] / Instituto Nacional de Estadística, Geografía e Informática","G4410 s250 .I5"
"Khazanovich, IU. (IUrii)","Svoe imia : povest / IU. Khazanovich   [risunki E.V. Vaniukova]","PG3476.K4744 S8"
"Khodasevich, V. F. (Vladislav Felitsianovich), 1886-1939","Putem zerna: tretia kniga stikhov / Vladislav Khodasevich","PG3476.K488 P8 1921"
"","Petrologic and structural history of Tobago, West Indies : a fragment of the accreted Mesozoic oceanic arc of the southern Caribbean / written by Arthur W. Snoke ... [et al.]","QE1 .G2176 no. 354"
"¸Sengör, A. M. Celâl","Is the present the key to the past or is the past the key to the present? : James Hutton and Adam Smith versus Abraham Gottlob Werner and Karl Marx in interpreting history / A.M.C. ¸Sengör","QE1 .G2176 no. 355"
"Kirsanov, Semen, 1906-1972","Selections. 1962; Lirika : 1925-1962 / Semen Kirsanov","PG3476.K53 A17 1962"
"Koltsov, Mikhail, 1898-1942","Feletony i ocherki / Mikhail Koltsov","PG3476.K6 F4"
"Skorokhodov, G. (Gleb)","Mikhail Koltsov : kritiko-biograficheskii ocherk / G. Skorkhodov","PG3476.K6 Z75"
"Kobiakov, Dmitrii, 1902-1978","Chasha / Dmitrii Kobiakov","PG3476.K613 C4"
"Komarov, Petr Stepanovich, 1911-1949","Stikhotvoreniia / Petr Komarov","PG3476.K618 S7"
"Kononov, Aleksandr Terentevich, 1895-","Rasskazy o Lenine / A. Kononov","PG3476.K63 R3"
"Koptelov, Afanasii Lazarevich, 1903-","Velikoe kocheve / A. Koptelov","PG3476.K634 V4"
"Koptiaeva, Antonina Dmitrievna","Ivan Ivanovich : roman / Antonina Koptiaeva","PG3476.K6343 I9 1951"
"Kozhevnikov, Aleksei Venediktovich, 1891-","Zhili-byli--plavali : povesti i rasskazy / Aleksei Kozhevnikov","PG3476.K668 Z45"
"Kozhevnikov, Aleksei Venediktovich, 1891-","Zhivaia voda: roman / Aleksei Kozhevnikov","PG3476.K668 Z48 1961"
"Kozhevnikov, Vadim Mikhailovich, 1909-","Zare navstrechu : roman v dvukh knigakh / Vadim Kozhevnikov","PG3476.K67 Z23 1960"
"Kremenskoi, Aleksandr, 1908-1981","Mesiatseslov : povest i ocherki / Aleksandr Kremenskoi","PG3475.K715 M4; PG3476.K715 M4"
"Billings, Marland Pratt, 1902-","Structural geology, by Marland P. Billings","QE601 .B5"
"Nikolaev, N. I. (Nikolai Ivanovich), 1906-","Neotektonika i ee vyrazhenie v strukture i relef territorii SSSR  voprosy regionalnoi i teoreticheskoi neotektoniki","QE276 .N5"
"Lazarenko, IEvhen Kostiantynovych","Kurs mineralohiï. Pidruchnyk dlia studentiv heol. spetsialnostei vuziv URSR","QE363 .L38"
"Vadasz, M. Elemér","Geologiia Vengrii / M. Elemér Vadasz","QE266 .V317"
"Ústrední ústav geologický (Czech Republic)","Kvartér Ostravska a Moravské brány. Jaroslav Macoun [et al. Vedecký redaktor: Karel Zebera","QE267.C8 P7215"
"González Bonorino, Félix","Introducción al estudio microscopico de los minerales opacos","QE434 .G658"
"Levites, IA. M. (IAkov Moiseevich)","Istoricheskaia geologiia s osnovami paleontologii i geologii SSSR. Dopushcheno v kachestve uchebnika dlia geologorazvedochnykh tekhnikumov","QE651 .L617"
"Parker, Robert H","The study of Benthic communities : a model and a review / by Robert H. Parker","QH105.M4 P37"
"Multer, H. Gray, 1926-","Guidebook to the geology and ecology of some marine and terrestrial environments, St. Croix, U. S. Virgin Islands / Compiled & edited by H. Gray Multer & Lee C. Gerhard","QH109.S25 G8"
"Keefe, Steffanie","Modeling transport and fate of organic compounds in constructed wetlands / by Steffanie Keefe","T 2001 .K243"
"","The best promos in the world ... ever [sound recording]","comdisc 9671 vol. 1"
"Blake, Jim, Composer.","Cheeze [sound recording]","comdisc 9671 vol. 2"
"Inky Blackness (Musician) Composer.","Chill out [sound recording] : atmospherica","comdisc 9671 vol. 3"
"","Classical hits [sound recording] / performed by the Royal Philharmonic Orchestra","comdisc 9671 vol. 4"
"Motion, David, Composer.","Creation [sound recording]","comdisc 9671 vol. 5"
"Emanuel, Russell, Composer.","Drones [sound recording]","comdisc 9671 vol. 6"
"","Drum & bass [sound recording]","comdisc 9671 vol. 7"
"","Funky soul jamz [sound recording]","comdisc 9671 vol. 8"
"Tempest, Zack, Composer.","Heavy metal [sound recording]","comdisc 9671 vol. 9"
"Hunte, O. D, Composer.","Hip hop [sound recording]","comdisc 9671 vol. 10"
"","House [sound recording]","comdisc 9671 vol. 11"
"Merchan, Chucho, Composer.  Performer.","Sabor Latino [sound recording] : infectious Latin grooves","comdisc 9671 vol. 12"
"","Production music library. Set 1 [sound recording]","comdisc 9671"
"","Jazz [sound recording]","comdisc 9672 vol. 1"
"","Sax trax [sound recording] / Chris White ... [et al]","comdisc 9672 vol. 2"
"","World music [sound recording] / Jesus Mercedes ... [et al]","comdisc 9672 vol. 3"
"","Asian beats [sound recording] / Sumeet Chopra ... [et al]","comdisc 9672 vol. 4"
"Burns, Hugh, musician, Composer.","Flamenco [sound recording] / Hugh Burns, Danny Schogger","comdisc 9672 vol. 5"
"Jay-R, Agent, Composer.","Electronica [sound recording]","comdisc 9672 vol. 6"
"Marsdom, Bernie, Composer.","Blues rock [sound recording] / [Bernie Marsdom]","comdisc 9672 vol. 7"
"Perring, Giles, Composer.","Rhythmworx [sound recording] / Giles Perring & Nick Cash","comdisc 9672 vol. 8"
"","Weird beats [sound recording] / G. Pole ... [et al]","comdisc 9672 vol. 9"
"","Techno [sound recording]","comdisc 9672 vol. 10"
"","Indie rock [sound recording] / Matt Backer ... [et al]","comdisc 9672 vol. 11"
"","Big beats [sound recording]","comdisc 9672 vol. 12"
"Kremlev, Ilia Lvovich, 1897-","Bolsheviki : trilogiia  / Ilia Kremlev","PG3476.K72 B6"
"Kremlev, Ilia Lvovich, 1897-","Vremia i liudi : roman / Ilia Kremlev","PG3476.K72 V7"
"Kriger, Evgenii Genrikhovich","Nebo v almazakh : ocherki / Evgenii Kriger","PG3476.K7334 N4"
"Kruchenykh, A. (Aleksei), 1886-1969?","Vozropshchem / A. Kruchenykh   ris. Rozanovoi i Malevicha","PG3476.K76 V68"
"Kudashev, Aleksei Invaovich","Ledianoi ostrov / Aleksei Kudashev","PG3476.K792 L4"
"Kuprin, A. I. (Aleksandr Ivanovich), 1870-1938","Zviezda Solomona / A. Kuprin","PG3467.K8 Z8"
"Akhmatova, R. S. (Raisa Soltmuradovna), 1928-","Idu k tebe / Raisa Akhmatova","PG3478.K45 I38"
"Lagin, L. (Lazar), 1903-","Ostrov Razocharovaniia : roman / L. Lagin","PG3476.L28 O7"
"Ladinskii, Antonin, 1896-1961","Golub nad Pontom / Antonin Ladinskii","PG3476.L25 G6"
"Kunt, Ahmet Amil","Moisture movement in subgrade soils under temperature gradient / by Ahmet Amil Kunt","T 1957 .K963m"
"Lakner, John F","Deposition of nickel from nickel acetylacetonate onto a dielectric material / by John Frederick Lakner","T 1957 .L149d"
"LaLonde, Robert T","The synthesis and reactions of bridged polycyclic compounds / by Robert T. LaLonde","T 1957 .L158s"
"Lautenbach, Ruth Elizabeth","A comparison of physical education theory with teacher belief and teacher practice in Oregon public elementary schools / by Ruth Elizabeth Lautenbach","T 1957 .L377c"
"Leonard, Edward John","A cursory commentary on elementary length concepts in physical theory / by Edward John Leonard, Jr","T 1957 .L552c"
"Lincoln, Laura Lou","A search for patterns of interaction between therapist and child in play therapy / by Laura Lou Lincoln","T 1957 .L638s"
"Lurkins, John Farley","Painting : as a game / by John Farley Lurkins","T 1957 .L974p"
"Lindes, Gladys Meyer","Some clarification of the labor theory of value in the light of institutional change / by Gladys Meyer Lindes","T 1957 .L643s"
"Lopez, Manuel","The design of heavily loaded tracks / by Manuel Lopez, Jr","T 1957 .L881d"
"McKay, William Neil","Concentration equilibrium constants of uranyl and cadmium ions in reactions with a cation-exchanger / by William Neil McKay","T 1957 .M192c"
"McKersie, Doris Elizabeth","The effect of some antihistamines and procaine amide upon the respiration of rat heart homogenates / by Doris Elizabeth McKersie","T 1957 .M199e"
"McMillan, Robert McKee","Optical crystallographic properties of some derivatives of 9,10-dihydro-9,10-ethanoanthracene, maleimide, and some maleimide derivatives / by Robert McKee McMillan","T 1957 .M228o"
"Major, Minor Wallace","Thomas Morton and his New English Canaan / by Minor Wallace Major","T 1957 .M289t"
"Akin, Dennis Peter","Color in the air : a poetic concept / by Dennis Peter Akin","T 1958 .Ak52c"
"Adams, Martin Ray","Rates of ion exchange for small resin particles / by Martin Ray Adams","T 1958 .Ad19r"
"Esget, Miles Harvey","Developing and using an objective instrument to measure student growth in college elementary school science courses / by Miles Harvey Esget","T 1958 .Es31d"
"Andrus, James Roman","A study of the outcomes of college education in art in selected colleges in twelve western states / by James Roman Andrus","T 1958 .An29s"
"Anderson, James F","Atomic energy and the OEEC countries / by James F. Anderson","T 1958 .An23a"
"Ankenbrandt, James Frederick","The use of veiled language in the Correspondence of Cicero / by James Frederick Ankenbrandt","T 1958 .An21u"
"Earle, Alvin Mathews","The middle ear of Holbrookia maculata maculata girard : the northern earless lizard / by Alvin Mathews Earle","T 1958 .E75m"
"Albers, David William","Evolution of the auditor's certificate in the United States / by David William Albers","T 1958 .Al14e"
"Fink, C. Dennis (Charles Dennis), 1926-","The effects of some variables on choice behavior in discrimination learning / by Charles Dennis Fink","T 1958 .F495e"
"Aryanpur, Manoochehr","Sir Walter Raleigh's Historie of the World and Persia / by Manoochehr Aryanpur-Kashani","T 1958 .Ar97s"
"Fisher, Jack J","Some twentieth century critics on Troilus / by Jack J. Fisher","T 1958 .F534s"
"Aryanpur, Joan Burguiere","The literary background of Gulliver's Travels / by Joan Burguiere Aryanpur","T 1958 .Ar969l"
"Francis, Richard P., 1928-","Ultimate constants in the metaphysics of John Dewey / by Richard P. Francis","T 1958 .F847u"
"Arnett, Robert William","A study of the bubble volume contained in a liquid boiling in a cylindrical tank / by Robert William Arnett","T 1958 .Ar62s"
"Freeman, Peter Kent","Some reactions of dehydronorcamphor / by Peter Kent Freeman","T 1958 .F877s"
"Furey, Jane","Tourism in the Pikes Peak area : 1870-1880 / by Jane Furey","T 1958 .F975t"
"Ardourel, Joe Brooks","A study of the life and writings of J.D. Salinger to 1958 / by Joe Brooks Ardourel","T 1958 .Ar29s"
"Garber, Barbara Jean","Participation in extra-class activities in Dekalb High School, Dekalb, Illinois / by Barbara Jean Garber","T 1958 .G163p"
"Gates, Warren Everett","Montesquieu and the Abbé du Bos : their literary relationship / by Warren Everett Gates","T 1958 .G223m"
"Barany, George","Germany's drive toward the East :  Drang nach osten  in modern times,1870-1933 / by George Barany","T 1958 .B231g"
"Golden, Bruce","Inhibition of growth In Vitro of some common urinary tract bacteria by calcium disulfanilate / by Bruce Golden","T 1958 .G565i"
"Baker, George William","John Watson Foster and American foreign policy, 1892-1893 / by George William Baker, Jr","T 1958 .B173j"
"Goodwin, Ralph Ingersoll","A comparative study of certain practices used in tourist advertising, promotion, and publicity, by selected Rocky Mountain states, in 1955 and 1956 / by Ralph Ingersoll Goodwin, Jr","T 1958 .G631c"
"Baird, Dwight C","Bases for establishing junior colleges in Colorado / by Dwight C. Baird","T 1958 .B162b"
"Bessire, Jack DeWitt","A report of certain aspects of personnel departments in Colorado manufacturing concerns / by Jack DeWitt Bessire","T 1958 .B464r"
"Gormley, Sue","George Creel and progressive legislation in Colorado : 1909-1913 / by Sue Gormley","T 1958 .G68g"
